date,state,district,bio_age_5_17,bio_age_17_
2025-12-20,UTTAR PRADESH,KANNAUJ,68,27
2025-12-20,UTTAR PRADESH,KANPUR DEHAT,67,49
2025-12-20,UTTAR PRADESH,KANPUR NAGAR,179,142
2025-12-20,UTTAR PRADESH,KASGANJ,142,88
2025-12-20,UTTAR PRADESH,KAUSHAMBI,96,57
2025-12-20,UTTAR PRADESH,KHERI,237,106
2025-12-20,UTTAR PRADESH,KUSHINAGAR,118,101
2025-12-20,UTTAR PRADESH,LALITPUR,49,50
2025-12-20,UTTAR PRADESH,LUCKNOW,353,282
2025-12-20,UTTAR PRADESH,MAHARAJGANJ,121,122
2025-12-20,UTTAR PRADESH,MAHOBA,46,43
2025-12-20,UTTAR PRADESH,MAHRAJGANJ,1,0
2025-12-20,UTTAR PRADESH,MAINPURI,82,45
2025-12-20,UTTAR PRADESH,MATHURA,103,64
2025-12-20,UTTAR PRADESH,MAU,66,88
2025-12-20,UTTAR PRADESH,MEERUT,177,114
2025-12-20,UTTAR PRADESH,MIRZAPUR,144,101
2025-12-20,UTTAR PRADESH,MORADABAD,159,100
2025-12-20,UTTAR PRADESH,MUZAFFARNAGAR,97,97
2025-12-20,UTTAR PRADESH,PILIBHIT,133,79
2025-12-20,UTTAR PRADESH,PRATAPGARH,101,107
2025-12-20,UTTAR PRADESH,PRAYAGRAJ,29,16
2025-12-20,UTTAR PRADESH,RAE BARELI,103,89
2025-12-20,UTTAR PRADESH,RAMPUR,178,118
2025-12-20,UTTAR PRADESH,SAHARANPUR,261,199
2025-12-20,UTTAR PRADESH,SAMBHAL,162,65
2025-12-20,UTTAR PRADESH,SANT KABIR NAGAR,94,99
2025-12-20,UTTAR PRADESH,SANT RAVIDAS NAGAR,64,60
2025-12-20,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,0,1
2025-12-20,UTTAR PRADESH,SHAHJAHANPUR,148,77
2025-12-20,UTTAR PRADESH,SHAMLI,109,140
2025-12-20,UTTAR PRADESH,SHRAWASTI,56,60
2025-12-20,UTTAR PRADESH,SIDDHARTHNAGAR,132,129
2025-12-20,UTTAR PRADESH,SITAPUR,247,157
2025-12-20,UTTAR PRADESH,SONBHADRA,93,58
2025-12-20,UTTAR PRADESH,SULTANPUR,110,109
2025-12-20,UTTAR PRADESH,UNNAO,114,122
2025-12-20,UTTAR PRADESH,VARANASI,191,195
2025-12-20,UTTARAKHAND,ALMORA,67,54
2025-12-20,UTTARAKHAND,BAGESHWAR,29,20
2025-12-20,UTTARAKHAND,CHAMOLI,38,59
2025-12-20,UTTARAKHAND,CHAMPAWAT,55,46
2025-12-20,UTTARAKHAND,DEHRADUN,220,134
2025-12-20,UTTARAKHAND,GARHWAL,1,2
2025-12-20,UTTARAKHAND,HARDWAR,1,6
2025-12-20,UTTARAKHAND,HARIDWAR,607,156
2025-12-20,UTTARAKHAND,NAINITAL,217,126
2025-12-20,UTTARAKHAND,PAURI GARHWAL,66,53
2025-12-20,UTTARAKHAND,PITHORAGARH,56,27
2025-12-20,UTTARAKHAND,RUDRAPRAYAG,23,32
2025-12-20,UTTARAKHAND,TEHRI GARHWAL,99,85
2025-12-20,UTTARAKHAND,UDHAM SINGH NAGAR,396,141
2025-12-20,UTTARAKHAND,UTTARKASHI,55,34
2025-12-20,WEST BENGAL,ALIPURDUAR,8,8
2025-12-20,WEST BENGAL,BALLY JAGACHHA,0,1
2025-12-20,WEST BENGAL,BANKURA,92,70
2025-12-20,WEST BENGAL,BARDDHAMAN,217,203
2025-12-20,WEST BENGAL,BARDHAMAN,10,33
2025-12-20,WEST BENGAL,BIRBHUM,101,83
2025-12-20,WEST BENGAL,COOCH BEHAR,40,33
2025-12-20,WEST BENGAL,DAKSHIN DINAJPUR,38,30
2025-12-20,WEST BENGAL,DARJEELING,46,37
2025-12-20,WEST BENGAL,DARJILING,3,6
2025-12-20,WEST BENGAL,EAST MIDNAPORE,10,38
2025-12-20,WEST BENGAL,HAORA,18,39
2025-12-20,WEST BENGAL,HOOGHLY,144,152
2025-12-20,WEST BENGAL,HOWRAH,100,66
2025-12-20,WEST BENGAL,HUGLI,1,1
2025-12-20,WEST BENGAL,JALPAIGURI,61,72
2025-12-20,WEST BENGAL,JHARGRAM,3,1
2025-12-20,WEST BENGAL,KALIMPONG,2,0
2025-12-20,WEST BENGAL,KOCH BIHAR,10,17
2025-12-20,WEST BENGAL,KOLKATA,70,86
2025-12-20,WEST BENGAL,MALDA,117,111
2025-12-20,WEST BENGAL,MALDAH,7,11
2025-12-20,WEST BENGAL,MURSHIDABAD,232,184
2025-12-20,WEST BENGAL,NADIA,109,94
2025-12-20,WEST BENGAL,NORTH 24 PARGANAS,304,212
2025-12-20,WEST BENGAL,NORTH DINAJPUR,1,0
2025-12-20,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,12,20
2025-12-20,WEST BENGAL,PASCHIM BARDHAMAN,20,9
2025-12-20,WEST BENGAL,PASCHIM MEDINIPUR,217,159
2025-12-20,WEST BENGAL,PURBA BARDHAMAN,27,11
2025-12-20,WEST BENGAL,PURBA MEDINIPUR,236,136
2025-12-20,WEST BENGAL,PURULIA,3,14
2025-12-20,WEST BENGAL,PURULIYA,175,132
2025-12-20,WEST BENGAL,SOUTH 24 PARGANAS,264,215
2025-12-20,WEST BENGAL,SOUTH DINAJPUR,1,9
2025-12-20,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,13,56
2025-12-20,WEST BENGAL,UTTAR DINAJPUR,82,130
2025-12-20,WEST BENGAL,WEST MIDNAPORE,14,24
2025-12-22,BIHAR,GAYA,0,1
2025-12-22,BIHAR,GOPALGANJ,1,0
2025-12-22,CHHATTISGARH,BALRAMPUR,1,0
2025-12-22,CHHATTISGARH,BILASPUR,2,0
2025-12-22,CHHATTISGARH,DURG,1,0
2025-12-22,CHHATTISGARH,GARIYABAND,1,0
2025-12-22,CHHATTISGARH,SURGUJA,1,0
2025-12-22,GUJARAT,GIR SOMNATH,3,0
2025-12-22,GUJARAT,SURAT,1,0
2025-12-22,JHARKHAND,EAST SINGHBHUM,1,0
2025-12-22,KARNATAKA,GADAG,1,0
2025-12-22,MADHYA PRADESH,DAMOH,1,0
2025-12-22,MAHARASHTRA,AHMADNAGAR,1,0
2025-12-22,MAHARASHTRA,SATARA,1,0
2025-12-22,RAJASTHAN,AJMER,1,0
2025-12-22,RAJASTHAN,NAGAUR,1,0
2025-12-22,RAJASTHAN,TONK,1,0
2025-12-22,TAMIL NADU,TIRUVALLUR,2,0
2025-12-22,TAMIL NADU,TIRUVANNAMALAI,1,0
2025-12-22,TRIPURA,SOUTH TRIPURA,1,0
2025-12-22,UTTAR PRADESH,AGRA,2,0
2025-12-22,UTTAR PRADESH,ALIGARH,0,1
2025-12-22,UTTAR PRADESH,BARA BANKI,2,0
2025-12-22,UTTAR PRADESH,BAREILLY,1,0
2025-12-22,UTTAR PRADESH,BIJNOR,1,0
2025-12-22,UTTAR PRADESH,GHAZIABAD,1,0
2025-12-22,UTTAR PRADESH,HARDOI,2,0
2025-12-22,UTTAR PRADESH,HATHRAS,1,0
2025-12-22,UTTAR PRADESH,KAUSHAMBI,1,0
2025-12-22,UTTAR PRADESH,MAHOBA,1,0
2025-12-22,UTTARAKHAND,CHAMOLI,1,0
2025-12-22,UTTARAKHAND,UTTARKASHI,1,0
2025-12-23,ANDHRA PRADESH,ANAKAPALLI,0,1
2025-12-23,ANDHRA PRADESH,ANANTHAPURAMU,1,0
2025-12-23,ANDHRA PRADESH,CHITTOOR,0,1
2025-12-23,ANDHRA PRADESH,CUDDAPAH,3,0
2025-12-23,ANDHRA PRADESH,EAST GODAVARI,1,2
2025-12-23,ANDHRA PRADESH,GUNTUR,2,0
2025-12-23,ANDHRA PRADESH,HYDERABAD,1,0
2025-12-23,ANDHRA PRADESH,KRISHNA,2,1
2025-12-23,ANDHRA PRADESH,KURNOOL,0,1
2025-12-23,ANDHRA PRADESH,MAHABUB NAGAR,0,1
2025-12-23,ANDHRA PRADESH,RANGAREDDI,0,1
2025-12-23,ANDHRA PRADESH,VISAKHAPATNAM,2,0
2025-12-23,ANDHRA PRADESH,VIZIANAGARAM,1,0
2025-12-23,ANDHRA PRADESH,WARANGAL,0,2
2025-12-23,ASSAM,BARPETA,0,1
2025-12-23,ASSAM,KARBI ANGLONG,1,0
2025-12-23,ASSAM,KARIMGANJ,1,0
2025-12-23,ASSAM,NAGAON,0,1
2025-12-23,BIHAR,ARARIA,1,0
2025-12-23,BIHAR,BHAGALPUR,1,0
2025-12-23,BIHAR,BHOJPUR,0,1
2025-12-23,BIHAR,DARBHANGA,1,0
2025-12-23,BIHAR,EAST CHAMPARAN,0,1
2025-12-23,BIHAR,KISHANGANJ,2,1
2025-12-23,BIHAR,SUPAUL,0,1
2025-12-23,BIHAR,WEST CHAMPARAN,0,1
2025-12-23,CHHATTISGARH,BALODA BAZAR,1,0
2025-12-23,CHHATTISGARH,BEMETARA,0,1
2025-12-23,CHHATTISGARH,JANJGIR-CHAMPA,1,0
2025-12-23,CHHATTISGARH,KANKER,1,0
2025-12-23,CHHATTISGARH,KORIYA,1,0
2025-12-23,CHHATTISGARH,MAHASAMUND,1,0
2025-12-23,CHHATTISGARH,MUNGELI,0,1
2025-12-23,CHHATTISGARH,RAIPUR,2,0
2025-12-23,CHHATTISGARH,RAJNANDGAON,2,0
2025-12-23,CHHATTISGARH,SURAJPUR,0,1
2025-12-23,DELHI,NORTH EAST DELHI,0,1
2025-12-23,DELHI,NORTH WEST DELHI,2,0
2025-12-23,GUJARAT,AHMEDABAD,0,1
2025-12-23,GUJARAT,DAHOD,0,1
2025-12-23,GUJARAT,KACHCHH,1,0
2025-12-23,GUJARAT,PANCHMAHALS,1,0
2025-12-23,GUJARAT,RAJKOT,1,1
2025-12-23,GUJARAT,SABARKANTHA,1,0
2025-12-23,GUJARAT,SURAT,1,0
2025-12-23,HARYANA,FATEHABAD,0,1
2025-12-23,HARYANA,GURGAON,1,1
2025-12-23,HARYANA,HISAR,1,0
2025-12-23,HARYANA,REWARI,1,0
2025-12-23,HIMACHAL PRADESH,MANDI,1,0
2025-12-23,HIMACHAL PRADESH,SHIMLA,1,0
2025-12-23,JAMMU AND KASHMIR,ANANTNAG,1,0
2025-12-23,JAMMU AND KASHMIR,BARAMULA,1,0
2025-12-23,JHARKHAND,GARHWA,1,0
2025-12-23,JHARKHAND,HAZARIBAGH,1,0
2025-12-23,KARNATAKA,BANGALORE,0,1
2025-12-23,KARNATAKA,BELGAUM,1,1
2025-12-23,KARNATAKA,BELLARY,2,1
2025-12-23,KARNATAKA,BENGALURU,3,0
2025-12-23,KARNATAKA,BIDAR,1,0
2025-12-23,KARNATAKA,KOLAR,0,1
2025-12-23,KERALA,ERNAKULAM,0,1
2025-12-23,KERALA,KOZHIKODE,1,0
2025-12-23,MADHYA PRADESH,BALAGHAT,1,0
2025-12-23,MADHYA PRADESH,BHIND,1,0
2025-12-23,MADHYA PRADESH,CHHATARPUR,1,0
2025-12-23,MADHYA PRADESH,GWALIOR,1,0
2025-12-23,MADHYA PRADESH,INDORE,1,0
2025-12-23,MADHYA PRADESH,KHARGONE,1,0
2025-12-23,MADHYA PRADESH,MANDSAUR,1,0
2025-12-23,MADHYA PRADESH,PANNA,0,1
2025-12-23,MADHYA PRADESH,RAISEN,2,0
2025-12-23,MADHYA PRADESH,SEONI,1,0
2025-12-23,MADHYA PRADESH,SHEOPUR,1,1
2025-12-23,MADHYA PRADESH,SHIVPURI,0,1
2025-12-23,MADHYA PRADESH,VIDISHA,0,1
2025-12-23,MAHARASHTRA,AURANGABAD,0,1
2025-12-23,MAHARASHTRA,JALNA,0,1
2025-12-23,MAHARASHTRA,LATUR,0,1
2025-12-23,MAHARASHTRA,MUMBAI SUBURBAN,1,0
2025-12-23,MAHARASHTRA,NAGPUR,1,0
2025-12-23,MAHARASHTRA,NANDED,0,1
2025-12-23,MAHARASHTRA,NANDURBAR,0,1
2025-12-23,MAHARASHTRA,PUNE,1,2
2025-12-23,MAHARASHTRA,RATNAGIRI,1,1
2025-12-23,MAHARASHTRA,SATARA,0,1
2025-12-23,MAHARASHTRA,SOLAPUR,1,1
2025-12-23,MAHARASHTRA,THANE,1,1
2025-12-23,ODISHA,BARGARH,1,0
2025-12-23,ODISHA,GANJAM,1,0
2025-12-23,ODISHA,KALAHANDI,0,1
2025-12-23,ODISHA,KENDRAPARA,0,1
2025-12-23,ODISHA,KORAPUT,1,1
2025-12-23,ODISHA,NABARANGAPUR,0,1
2025-12-23,ODISHA,PURI,1,1
2025-12-23,PONDICHERRY,PONDICHERRY,0,1
2025-12-23,PUDUCHERRY,KARAIKAL,0,1
2025-12-23,PUDUCHERRY,PUDUCHERRY,3,1
2025-12-23,PUNJAB,BATHINDA,1,0
2025-12-23,PUNJAB,FAZILKA,1,0
2025-12-23,PUNJAB,GURDASPUR,0,1
2025-12-23,PUNJAB,JALANDHAR,1,0
2025-12-23,PUNJAB,LUDHIANA,0,1
2025-12-23,PUNJAB,PATIALA,1,0
2025-12-23,PUNJAB,SRI MUKTSAR SAHIB,0,1
2025-12-23,RAJASTHAN,AJMER,1,0
2025-12-23,RAJASTHAN,BARMER,2,0
2025-12-23,RAJASTHAN,BHARATPUR,1,0
2025-12-23,RAJASTHAN,CHITTORGARH,0,2
2025-12-23,RAJASTHAN,CHURU,0,1
2025-12-23,RAJASTHAN,DHOLPUR,1,0
2025-12-23,RAJASTHAN,DUNGARPUR,3,0
2025-12-23,RAJASTHAN,GANGANAGAR,1,1
2025-12-23,RAJASTHAN,JAIPUR,2,1
2025-12-23,RAJASTHAN,JAISALMER,1,0
2025-12-23,RAJASTHAN,JODHPUR,1,0
2025-12-23,RAJASTHAN,NAGAUR,1,0
2025-12-23,RAJASTHAN,PRATAPGARH,0,1
2025-12-23,RAJASTHAN,TONK,3,0
2025-12-23,RAJASTHAN,UDAIPUR,2,0
2025-12-23,TAMIL NADU,CHENNAI,5,0
2025-12-23,TAMIL NADU,COIMBATORE,1,2
2025-12-23,TAMIL NADU,CUDDALORE,1,1
2025-12-23,TAMIL NADU,DHARMAPURI,2,1
2025-12-23,TAMIL NADU,DINDIGUL,0,2
2025-12-23,TAMIL NADU,ERODE,4,1
2025-12-23,TAMIL NADU,KALLAKURICHI,0,1
2025-12-23,TAMIL NADU,KANCHEEPURAM,5,1
2025-12-23,TAMIL NADU,KARUR,1,0
2025-12-23,TAMIL NADU,MADURAI,2,0
2025-12-23,TAMIL NADU,NAGAPATTINAM,0,1
2025-12-23,TAMIL NADU,NAMAKKAL,0,1
2025-12-23,TAMIL NADU,PERAMBALUR,0,1
2025-12-23,TAMIL NADU,PUDUKKOTTAI,1,0
2025-12-23,TAMIL NADU,RAMANATHAPURAM,1,0
2025-12-23,TAMIL NADU,SALEM,5,2
2025-12-23,TAMIL NADU,SIVAGANGA,1,0
2025-12-23,TAMIL NADU,TENKASI,1,0
2025-12-23,TAMIL NADU,THANJAVUR,5,1
2025-12-23,TAMIL NADU,THE NILGIRIS,1,1
2025-12-23,TAMIL NADU,THENI,1,0
2025-12-23,TAMIL NADU,THIRUVARUR,2,0
2025-12-23,TAMIL NADU,THOOTHUKKUDI,4,2
2025-12-23,TAMIL NADU,TIRUCHIRAPPALLI,1,0
2025-12-23,TAMIL NADU,TIRUNELVELI,0,1
2025-12-23,TAMIL NADU,TIRUPPUR,3,1
2025-12-23,TAMIL NADU,TIRUVALLUR,2,1
2025-12-23,TAMIL NADU,VELLORE,1,0
2025-12-23,TAMIL NADU,VILLUPURAM,1,0
2025-12-23,TAMIL NADU,VILUPPURAM,2,0
2025-12-23,TELANGANA,HYDERABAD,1,0
2025-12-23,TELANGANA,K.V. RANGAREDDY,1,0
2025-12-23,TELANGANA,MAHABUBNAGAR,3,1
2025-12-23,TELANGANA,NALGONDA,2,0
2025-12-23,TELANGANA,SANGAREDDY,1,0
2025-12-23,TRIPURA,WEST TRIPURA,0,1
2025-12-23,UTTAR PRADESH,AGRA,0,1
2025-12-23,UTTAR PRADESH,ALLAHABAD,1,0
2025-12-23,UTTAR PRADESH,AMETHI,1,0
2025-12-23,UTTAR PRADESH,AZAMGARH,1,0
2025-12-23,UTTAR PRADESH,BAHRAICH,1,0
2025-12-23,UTTAR PRADESH,BALRAMPUR,0,1
2025-12-23,UTTAR PRADESH,BIJNOR,1,0
2025-12-23,UTTAR PRADESH,BULANDSHAHR,1,0
2025-12-23,UTTAR PRADESH,CHANDAULI,1,0
2025-12-23,UTTAR PRADESH,GONDA,1,0
2025-12-23,UTTAR PRADESH,HAMIRPUR,1,0
2025-12-23,UTTAR PRADESH,HARDOI,2,0
2025-12-23,UTTAR PRADESH,HATHRAS,1,0
2025-12-23,UTTAR PRADESH,JHANSI,0,1
2025-12-23,UTTAR PRADESH,KASGANJ,1,0
2025-12-23,UTTAR PRADESH,KAUSHAMBI,0,1
2025-12-23,UTTAR PRADESH,KHERI,3,0
2025-12-23,UTTAR PRADESH,KUSHINAGAR,1,1
2025-12-23,UTTAR PRADESH,LUCKNOW,0,1
2025-12-23,UTTAR PRADESH,MAHARAJGANJ,0,1
2025-12-23,UTTAR PRADESH,MAINPURI,1,0
2025-12-23,UTTAR PRADESH,PILIBHIT,1,2
2025-12-23,UTTAR PRADESH,PRATAPGARH,0,1
2025-12-23,UTTAR PRADESH,SHAMLI,1,0
2025-12-23,UTTAR PRADESH,SHRAWASTI,1,0
2025-12-23,UTTARAKHAND,CHAMPAWAT,0,1
2025-12-23,UTTARAKHAND,DEHRADUN,1,0
2025-12-23,UTTARAKHAND,HARIDWAR,1,0
2025-12-23,UTTARAKHAND,NAINITAL,1,0
2025-12-23,WEST BENGAL,HOWRAH,1,0
2025-12-23,WEST BENGAL,MALDA,0,1
2025-12-23,WEST BENGAL,NADIA,0,1
2025-12-23,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,1,0
2025-12-23,WEST BENGAL,PURULIYA,1,0
2025-12-23,WEST BENGAL,SOUTH 24 PARGANAS,0,1
2025-12-23,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,1,0
2025-12-25,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,1,33
2025-12-25,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,0,16
2025-12-25,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,5,2
2025-12-25,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,17,20
2025-12-25,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,72,36
2025-12-25,ANDHRA PRADESH,ADILABAD,118,569
2025-12-25,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,64,78
2025-12-25,ANDHRA PRADESH,ANAKAPALLI,73,60
2025-12-25,ANDHRA PRADESH,ANANTAPUR,336,669
2025-12-25,ANDHRA PRADESH,ANANTHAPUR,414,248
2025-12-25,ANDHRA PRADESH,ANANTHAPURAMU,590,228
2025-12-25,ANDHRA PRADESH,ANNAMAYYA,104,54
2025-12-25,ANDHRA PRADESH,BAPATLA,73,20
2025-12-25,ANDHRA PRADESH,CHITTOOR,1941,924
2025-12-25,ANDHRA PRADESH,CUDDAPAH,1250,622
2025-12-25,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,134,62
2025-12-25,ANDHRA PRADESH,EAST GODAVARI,3448,1264
2025-12-25,ANDHRA PRADESH,ELURU,51,43
2025-12-25,ANDHRA PRADESH,GUNTUR,1936,1243
2025-12-25,ANDHRA PRADESH,HYDERABAD,336,1176
2025-12-25,ANDHRA PRADESH,K.V. RANGAREDDY,9,4
2025-12-25,ANDHRA PRADESH,K.V.RANGAREDDY,7,15
2025-12-25,ANDHRA PRADESH,KAKINADA,191,59
2025-12-25,ANDHRA PRADESH,KARIM NAGAR,7,24
2025-12-25,ANDHRA PRADESH,KARIMNAGAR,55,184
2025-12-25,ANDHRA PRADESH,KHAMMAM,135,266
2025-12-25,ANDHRA PRADESH,KRISHNA,1616,853
2025-12-25,ANDHRA PRADESH,KURNOOL,2342,1274
2025-12-25,ANDHRA PRADESH,MAHABUB NAGAR,6,296
2025-12-25,ANDHRA PRADESH,MAHABUBNAGAR,0,2
2025-12-25,ANDHRA PRADESH,MAHBUBNAGAR,37,208
2025-12-25,ANDHRA PRADESH,MEDAK,90,202
2025-12-25,ANDHRA PRADESH,N. T. R,97,57
2025-12-25,ANDHRA PRADESH,NALGONDA,87,390
2025-12-25,ANDHRA PRADESH,NANDYAL,124,46
2025-12-25,ANDHRA PRADESH,NELLORE,1079,670
2025-12-25,ANDHRA PRADESH,NIZAMABAD,56,91
2025-12-25,ANDHRA PRADESH,PALNADU,69,42
2025-12-25,ANDHRA PRADESH,PARVATHIPURAM MANYAM,38,89
2025-12-25,ANDHRA PRADESH,PRAKASAM,1313,792
2025-12-25,ANDHRA PRADESH,RANGAREDDI,163,513
2025-12-25,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,105,43
2025-12-25,ANDHRA PRADESH,SRI SATHYA SAI,69,54
2025-12-25,ANDHRA PRADESH,SRIKAKULAM,1122,624
2025-12-25,ANDHRA PRADESH,TIRUPATI,71,37
2025-12-25,ANDHRA PRADESH,VISAKHAPATNAM,1704,941
2025-12-25,ANDHRA PRADESH,VIZIANAGARAM,1365,587
2025-12-25,ANDHRA PRADESH,WARANGAL,127,421
2025-12-25,ANDHRA PRADESH,WEST GODAVARI,1433,720
2025-12-25,ANDHRA PRADESH,Y. S. R,65,26
2025-12-25,ARUNACHAL PRADESH,ANJAW,2,9
2025-12-25,ARUNACHAL PRADESH,CHANGLANG,13,22
2025-12-25,ARUNACHAL PRADESH,DIBANG VALLEY,2,0
2025-12-25,ARUNACHAL PRADESH,EAST KAMENG,17,1
2025-12-25,ARUNACHAL PRADESH,EAST SIANG,37,10
2025-12-25,ARUNACHAL PRADESH,KRA DAADI,5,2
2025-12-25,ARUNACHAL PRADESH,KURUNG KUMEY,6,5
2025-12-25,ARUNACHAL PRADESH,LOHIT,12,50
2025-12-25,ARUNACHAL PRADESH,LONGDING,8,7
2025-12-25,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,18,14
2025-12-25,ARUNACHAL PRADESH,LOWER SIANG,4,0
2025-12-25,ARUNACHAL PRADESH,LOWER SUBANSIRI,2,0
2025-12-25,ARUNACHAL PRADESH,NAMSAI,23,44
2025-12-25,ARUNACHAL PRADESH,PAPUM PARE,41,24
2025-12-25,ARUNACHAL PRADESH,SHI-YOMI,1,0
2025-12-25,ARUNACHAL PRADESH,SIANG,13,1
2025-12-25,ARUNACHAL PRADESH,TAWANG,23,4
2025-12-25,ARUNACHAL PRADESH,TIRAP,7,0
2025-12-25,ARUNACHAL PRADESH,UPPER SIANG,17,0
2025-12-25,ARUNACHAL PRADESH,UPPER SUBANSIRI,19,18
2025-12-25,ARUNACHAL PRADESH,WEST KAMENG,51,11
2025-12-25,ARUNACHAL PRADESH,WEST SIANG,6,7
2025-12-25,ASSAM,BAKSA,109,76
2025-12-25,ASSAM,BARPETA,329,266
2025-12-25,ASSAM,BISWANATH,59,33
2025-12-25,ASSAM,BONGAIGAON,130,139
2025-12-25,ASSAM,CACHAR,437,201
2025-12-25,ASSAM,CHARAIDEO,36,10
2025-12-25,ASSAM,CHIRANG,149,151
2025-12-25,ASSAM,DARRANG,169,97
2025-12-25,ASSAM,DHEMAJI,137,67
2025-12-25,ASSAM,DHUBRI,232,128
2025-12-25,ASSAM,DIBRUGARH,74,34
2025-12-25,ASSAM,DIMA HASAO,0,1
2025-12-25,ASSAM,GOALPARA,209,144
2025-12-25,ASSAM,GOLAGHAT,139,57
2025-12-25,ASSAM,HAILAKANDI,211,81
2025-12-25,ASSAM,HOJAI,211,126
2025-12-25,ASSAM,JORHAT,94,41
2025-12-25,ASSAM,KAMRUP,255,111
2025-12-25,ASSAM,KAMRUP METRO,119,99
2025-12-25,ASSAM,KARBI ANGLONG,92,226
2025-12-25,ASSAM,KARIMGANJ,540,148
2025-12-25,ASSAM,KOKRAJHAR,115,93
2025-12-25,ASSAM,LAKHIMPUR,168,160
2025-12-25,ASSAM,MAJULI,15,10
2025-12-25,ASSAM,MARIGAON,205,147
2025-12-25,ASSAM,NAGAON,702,1572
2025-12-25,ASSAM,NALBARI,91,41
2025-12-25,ASSAM,NORTH CACHAR HILLS,11,5
2025-12-25,ASSAM,SIBSAGAR,101,29
2025-12-25,ASSAM,SONITPUR,170,114
2025-12-25,ASSAM,SOUTH SALMARA MANKACHAR,23,11
2025-12-25,ASSAM,SRIBHUMI,1,4
2025-12-25,ASSAM,TAMULPUR DISTRICT,0,1
2025-12-25,ASSAM,TINSUKIA,120,77
2025-12-25,ASSAM,UDALGURI,170,124
2025-12-25,ASSAM,WEST KARBI ANGLONG,14,25
2025-12-25,BIHAR,ARARIA,629,600
2025-12-25,BIHAR,ARWAL,90,142
2025-12-25,BIHAR,AURANGABAD,493,415
2025-12-25,BIHAR,AURANGABAD(BH),1,2
2025-12-25,BIHAR,BANKA,395,369
2025-12-25,BIHAR,BEGUSARAI,633,584
2025-12-25,BIHAR,BHABUA,1,2
2025-12-25,BIHAR,BHAGALPUR,609,608
2025-12-25,BIHAR,BHOJPUR,440,469
2025-12-25,BIHAR,BUXAR,234,320
2025-12-25,BIHAR,DARBHANGA,863,862
2025-12-25,BIHAR,EAST CHAMPARAN,831,1008
2025-12-25,BIHAR,GAYA,648,793
2025-12-25,BIHAR,GOPALGANJ,464,471
2025-12-25,BIHAR,JAMUI,904,251
2025-12-25,BIHAR,JEHANABAD,102,190
2025-12-25,BIHAR,KAIMUR (BHABUA),265,233
2025-12-25,BIHAR,KATIHAR,1042,847
2025-12-25,BIHAR,KHAGARIA,862,312
2025-12-25,BIHAR,KISHANGANJ,2386,551
2025-12-25,BIHAR,LAKHISARAI,172,220
2025-12-25,BIHAR,MADHEPURA,611,618
2025-12-25,BIHAR,MADHUBANI,1330,984
2025-12-25,BIHAR,MONGHYR,0,1
2025-12-25,BIHAR,MUNGER,194,257
2025-12-25,BIHAR,MUZAFFARPUR,698,812
2025-12-25,BIHAR,NALANDA,898,443
2025-12-25,BIHAR,NAWADA,306,413
2025-12-25,BIHAR,PASHCHIM CHAMPARAN,0,7
2025-12-25,BIHAR,PATNA,735,885
2025-12-25,BIHAR,PURBA CHAMPARAN,0,4
2025-12-25,BIHAR,PURNEA,6,26
2025-12-25,BIHAR,PURNIA,835,1036
2025-12-25,BIHAR,ROHTAS,522,497
2025-12-25,BIHAR,SAHARSA,358,558
2025-12-25,BIHAR,SAMASTIPUR,802,910
2025-12-25,BIHAR,SAMSTIPUR,2,5
2025-12-25,BIHAR,SARAN,616,736
2025-12-25,BIHAR,SHEIKHPURA,159,172
2025-12-25,BIHAR,SHEIKPURA,0,3
2025-12-25,BIHAR,SHEOHAR,90,149
2025-12-25,BIHAR,SITAMARHI,851,794
2025-12-25,BIHAR,SIWAN,567,638
2025-12-25,BIHAR,SUPAUL,545,476
2025-12-25,BIHAR,VAISHALI,695,702
2025-12-25,BIHAR,WEST CHAMPARAN,1075,853
2025-12-25,CHANDIGARH,CHANDIGARH,124,149
2025-12-25,CHHATTISGARH,BALOD,910,509
2025-12-25,CHHATTISGARH,BALODA BAZAR,1078,572
2025-12-25,CHHATTISGARH,BALRAMPUR,808,260
2025-12-25,CHHATTISGARH,BASTAR,823,653
2025-12-25,CHHATTISGARH,BEMETARA,867,636
2025-12-25,CHHATTISGARH,BIJAPUR,209,212
2025-12-25,CHHATTISGARH,BILASPUR,1629,1016
2025-12-25,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,167,164
2025-12-25,CHHATTISGARH,DANTEWADA,93,90
