date,state,district,demo_age_5_17,demo_age_17_
2025-12-06,GUJARAT,JAMNAGAR,21,364
2025-12-06,GUJARAT,JUNAGADH,31,400
2025-12-06,GUJARAT,KACHCHH,76,551
2025-12-06,GUJARAT,KHEDA,35,313
2025-12-06,GUJARAT,MAHESANA,44,205
2025-12-06,GUJARAT,MAHISAGAR,4,71
2025-12-06,GUJARAT,MORBI,13,76
2025-12-06,GUJARAT,NARMADA,13,69
2025-12-06,GUJARAT,NAVSARI,34,197
2025-12-06,GUJARAT,PANCH MAHALS,0,3
2025-12-06,GUJARAT,PANCHMAHALS,47,389
2025-12-06,GUJARAT,PATAN,48,317
2025-12-06,GUJARAT,PORBANDAR,9,71
2025-12-06,GUJARAT,RAJKOT,99,1003
2025-12-06,GUJARAT,SABAR KANTHA,0,8
2025-12-06,GUJARAT,SABARKANTHA,57,410
2025-12-06,GUJARAT,SURAT,232,2320
2025-12-06,GUJARAT,SURENDRA NAGAR,37,194
2025-12-06,GUJARAT,SURENDRANAGAR,0,12
2025-12-06,GUJARAT,TAPI,30,105
2025-12-06,GUJARAT,THE DANGS,11,10
2025-12-06,GUJARAT,VADODARA,139,868
2025-12-06,GUJARAT,VALSAD,53,185
2025-12-06,HARYANA,AMBALA,28,154
2025-12-06,HARYANA,BHIWANI,30,250
2025-12-06,HARYANA,CHARKHI DADRI,21,108
2025-12-06,HARYANA,FARIDABAD,53,466
2025-12-06,HARYANA,FATEHABAD,7,163
2025-12-06,HARYANA,GURGAON,91,816
2025-12-06,HARYANA,HISAR,16,249
2025-12-06,HARYANA,JHAJJAR,20,228
2025-12-06,HARYANA,JIND,34,250
2025-12-06,HARYANA,KAITHAL,14,138
2025-12-06,HARYANA,KARNAL,54,347
2025-12-06,HARYANA,KURUKSHETRA,29,220
2025-12-06,HARYANA,MAHENDRAGARH,23,167
2025-12-06,HARYANA,MEWAT,32,447
2025-12-06,HARYANA,PALWAL,35,295
2025-12-06,HARYANA,PANCHKULA,31,152
2025-12-06,HARYANA,PANIPAT,43,442
2025-12-06,HARYANA,REWARI,42,231
2025-12-06,HARYANA,ROHTAK,40,209
2025-12-06,HARYANA,SIRSA,19,320
2025-12-06,HARYANA,SONIPAT,35,265
2025-12-06,HARYANA,YAMUNA NAGAR,27,238
2025-12-06,HARYANA,YAMUNANAGAR,0,12
2025-12-06,HIMACHAL PRADESH,BILASPUR,5,59
2025-12-06,HIMACHAL PRADESH,CHAMBA,37,96
2025-12-06,HIMACHAL PRADESH,HAMIRPUR,6,87
2025-12-06,HIMACHAL PRADESH,KANGRA,50,328
2025-12-06,HIMACHAL PRADESH,KINNAUR,0,20
2025-12-06,HIMACHAL PRADESH,KULLU,35,107
2025-12-06,HIMACHAL PRADESH,LAHAUL AND SPITI,0,3
2025-12-06,HIMACHAL PRADESH,LAHUL & SPITI,1,2
2025-12-06,HIMACHAL PRADESH,LAHUL AND SPITI,0,7
2025-12-06,HIMACHAL PRADESH,MANDI,36,141
2025-12-06,HIMACHAL PRADESH,SHIMLA,29,120
2025-12-06,HIMACHAL PRADESH,SIRMAUR,15,85
2025-12-06,HIMACHAL PRADESH,SOLAN,30,87
2025-12-06,HIMACHAL PRADESH,UNA,19,119
2025-12-06,JAMMU & KASHMIR,JAMMU,0,3
2025-12-06,JAMMU AND KASHMIR,ANANTNAG,21,191
2025-12-06,JAMMU AND KASHMIR,BADGAM,12,145
2025-12-06,JAMMU AND KASHMIR,BANDIPORE,29,139
2025-12-06,JAMMU AND KASHMIR,BARAMULA,38,194
2025-12-06,JAMMU AND KASHMIR,BUDGAM,13,28
2025-12-06,JAMMU AND KASHMIR,DODA,11,163
2025-12-06,JAMMU AND KASHMIR,GANDERBAL,8,52
2025-12-06,JAMMU AND KASHMIR,JAMMU,9,248
2025-12-06,JAMMU AND KASHMIR,KARGIL,5,18
2025-12-06,JAMMU AND KASHMIR,KATHUA,19,164
2025-12-06,JAMMU AND KASHMIR,KISHTWAR,7,48
2025-12-06,JAMMU AND KASHMIR,KULGAM,33,121
2025-12-06,JAMMU AND KASHMIR,KUPWARA,56,168
2025-12-06,JAMMU AND KASHMIR,LEH,3,7
2025-12-06,JAMMU AND KASHMIR,PULWAMA,10,105
2025-12-06,JAMMU AND KASHMIR,PUNCH,22,86
2025-12-06,JAMMU AND KASHMIR,RAJOURI,20,111
2025-12-06,JAMMU AND KASHMIR,RAMBAN,40,49
2025-12-06,JAMMU AND KASHMIR,REASI,20,99
2025-12-06,JAMMU AND KASHMIR,SAMBA,5,63
2025-12-06,JAMMU AND KASHMIR,SRINAGAR,45,484
2025-12-06,JAMMU AND KASHMIR,UDHAMPUR,9,140
2025-12-06,JHARKHAND,BOKARO,31,372
2025-12-06,JHARKHAND,CHATRA,55,423
2025-12-06,JHARKHAND,DEOGHAR,52,429
2025-12-06,JHARKHAND,DHANBAD,60,687
2025-12-06,JHARKHAND,DUMKA,39,336
2025-12-06,JHARKHAND,EAST SINGHBHUM,51,572
2025-12-06,JHARKHAND,GARHWA,79,606
2025-12-06,JHARKHAND,GARHWA *,0,2
2025-12-06,JHARKHAND,GIRIDIH,118,863
2025-12-06,JHARKHAND,GODDA,32,336
2025-12-06,JHARKHAND,GUMLA,38,280
2025-12-06,JHARKHAND,HAZARIBAG,0,33
2025-12-06,JHARKHAND,HAZARIBAGH,68,492
2025-12-06,JHARKHAND,JAMTARA,25,192
2025-12-06,JHARKHAND,KHUNTI,22,158
2025-12-06,JHARKHAND,KODARMA,1,5
2025-12-06,JHARKHAND,KODERMA,26,155
2025-12-06,JHARKHAND,LATEHAR,35,370
2025-12-06,JHARKHAND,LOHARDAGA,28,256
2025-12-06,JHARKHAND,PAKAUR,4,32
2025-12-06,JHARKHAND,PAKUR,13,176
2025-12-06,JHARKHAND,PALAMAU,2,40
2025-12-06,JHARKHAND,PALAMU,92,794
2025-12-06,JHARKHAND,PASHCHIMI SINGHBHUM,2,68
2025-12-06,JHARKHAND,PURBI SINGHBHUM,1,68
2025-12-06,JHARKHAND,RAMGARH,42,333
2025-12-06,JHARKHAND,RANCHI,89,712
2025-12-06,JHARKHAND,SAHEBGANJ,8,228
2025-12-06,JHARKHAND,SAHIBGANJ,2,46
2025-12-06,JHARKHAND,SERAIKELA-KHARSAWAN,18,182
2025-12-06,JHARKHAND,SIMDEGA,19,176
2025-12-06,JHARKHAND,WEST SINGHBHUM,29,353
2025-12-06,KARNATAKA,BAGALKOT,130,405
2025-12-06,KARNATAKA,BAGALKOT *,4,8
2025-12-06,KARNATAKA,BALLARI,20,130
2025-12-06,KARNATAKA,BANGALORE,77,602
2025-12-06,KARNATAKA,BANGALORE RURAL,26,240
2025-12-06,KARNATAKA,BELAGAVI,63,287
2025-12-06,KARNATAKA,BELGAUM,86,505
2025-12-06,KARNATAKA,BELLARY,30,210
2025-12-06,KARNATAKA,BENGALURU,215,1471
2025-12-06,KARNATAKA,BENGALURU SOUTH,6,28
2025-12-06,KARNATAKA,BIDAR,34,205
2025-12-06,KARNATAKA,BIJAPUR,20,103
2025-12-06,KARNATAKA,CHAMARAJANAGAR,0,12
2025-12-06,KARNATAKA,CHAMARAJANAGAR *,0,1
2025-12-06,KARNATAKA,CHAMRAJANAGAR,14,85
2025-12-06,KARNATAKA,CHAMRAJNAGAR,0,10
2025-12-06,KARNATAKA,CHICKMAGALUR,7,68
2025-12-06,KARNATAKA,CHIKKABALLAPUR,20,188
2025-12-06,KARNATAKA,CHIKKAMAGALURU,9,87
2025-12-06,KARNATAKA,CHIKMAGALUR,1,6
2025-12-06,KARNATAKA,CHITRADURGA,22,115
2025-12-06,KARNATAKA,DAKSHINA KANNADA,52,296
2025-12-06,KARNATAKA,DAVANAGERE,1,19
2025-12-06,KARNATAKA,DAVANGERE,26,159
2025-12-06,KARNATAKA,DHARWAD,45,252
2025-12-06,KARNATAKA,GADAG,30,111
2025-12-06,KARNATAKA,GADAG *,0,5
2025-12-06,KARNATAKA,GULBARGA,31,198
2025-12-06,KARNATAKA,HASAN,3,65
2025-12-06,KARNATAKA,HASSAN,15,88
2025-12-06,KARNATAKA,HAVERI,30,185
2025-12-06,KARNATAKA,HAVERI *,1,10
2025-12-06,KARNATAKA,KALABURAGI,24,89
2025-12-06,KARNATAKA,KODAGU,8,68
2025-12-06,KARNATAKA,KOLAR,27,207
2025-12-06,KARNATAKA,KOPPAL,45,207
2025-12-06,KARNATAKA,MANDYA,30,263
2025-12-06,KARNATAKA,MYSORE,22,111
2025-12-06,KARNATAKA,MYSURU,21,141
2025-12-06,KARNATAKA,RAICHUR,37,245
2025-12-06,KARNATAKA,RAMANAGAR,18,109
2025-12-06,KARNATAKA,SHIMOGA,4,75
2025-12-06,KARNATAKA,SHIVAMOGGA,23,86
2025-12-06,KARNATAKA,TUMAKURU,10,127
2025-12-06,KARNATAKA,TUMKUR,14,167
2025-12-06,KARNATAKA,UDUPI,26,180
2025-12-06,KARNATAKA,UTTARA KANNADA,12,95
2025-12-06,KARNATAKA,VIJAYANAGARA,14,90
2025-12-06,KARNATAKA,VIJAYAPURA,23,134
2025-12-06,KARNATAKA,YADGIR,51,124
2025-12-06,KERALA,ALAPPUZHA,30,287
2025-12-06,KERALA,ERNAKULAM,56,520
2025-12-06,KERALA,IDUKKI,13,125
2025-12-06,KERALA,KANNUR,46,521
2025-12-06,KERALA,KASARAGOD,26,254
2025-12-06,KERALA,KASARGOD,0,23
2025-12-06,KERALA,KOLLAM,44,528
2025-12-06,KERALA,KOTTAYAM,35,308
2025-12-06,KERALA,KOZHIKODE,107,729
2025-12-06,KERALA,MALAPPURAM,98,1842
2025-12-06,KERALA,PALAKKAD,36,524
2025-12-06,KERALA,PATHANAMTHITTA,25,207
2025-12-06,KERALA,THIRUVANANTHAPURAM,50,586
2025-12-06,KERALA,THRISSUR,37,649
2025-12-06,KERALA,WAYANAD,19,167
2025-12-06,LADAKH,KARGIL,4,25
2025-12-06,LADAKH,LEH,6,37
2025-12-06,LAKSHADWEEP,LAKSHADWEEP,1,24
2025-12-06,MADHYA PRADESH,AGAR MALWA,8,64
2025-12-06,MADHYA PRADESH,ALIRAJPUR,19,108
2025-12-06,MADHYA PRADESH,ANUPPUR,28,124
2025-12-06,MADHYA PRADESH,ASHOK NAGAR,12,94
2025-12-06,MADHYA PRADESH,BALAGHAT,32,150
2025-12-06,MADHYA PRADESH,BARWANI,42,297
2025-12-06,MADHYA PRADESH,BETUL,81,170
2025-12-06,MADHYA PRADESH,BHIND,24,197
2025-12-06,MADHYA PRADESH,BHOPAL,47,419
2025-12-06,MADHYA PRADESH,BURHANPUR,6,69
2025-12-06,MADHYA PRADESH,CHHATARPUR,35,303
2025-12-06,MADHYA PRADESH,CHHINDWARA,44,244
2025-12-06,MADHYA PRADESH,DAMOH,22,183
2025-12-06,MADHYA PRADESH,DATIA,27,159
2025-12-06,MADHYA PRADESH,DEWAS,26,181
2025-12-06,MADHYA PRADESH,DHAR,37,357
2025-12-06,MADHYA PRADESH,DINDORI,24,72
2025-12-06,MADHYA PRADESH,EAST NIMAR,4,59
2025-12-06,MADHYA PRADESH,GUNA,12,170
2025-12-06,MADHYA PRADESH,GWALIOR,52,344
2025-12-06,MADHYA PRADESH,HARDA,4,42
2025-12-06,MADHYA PRADESH,HARDA *,1,9
2025-12-06,MADHYA PRADESH,HOSHANGABAD,11,48
2025-12-06,MADHYA PRADESH,INDORE,54,503
2025-12-06,MADHYA PRADESH,JABALPUR,52,388
2025-12-06,MADHYA PRADESH,JHABUA,29,264
2025-12-06,MADHYA PRADESH,KATNI,69,228
2025-12-06,MADHYA PRADESH,KHANDWA,14,76
2025-12-06,MADHYA PRADESH,KHARGONE,20,180
2025-12-06,MADHYA PRADESH,MAIHAR,2,41
2025-12-06,MADHYA PRADESH,MANDLA,37,199
2025-12-06,MADHYA PRADESH,MANDSAUR,26,176
2025-12-06,MADHYA PRADESH,MAUGANJ,1,33
2025-12-06,MADHYA PRADESH,MORENA,54,311
2025-12-06,MADHYA PRADESH,NARMADAPURAM,2,35
2025-12-06,MADHYA PRADESH,NARSIMHAPUR,5,32
2025-12-06,MADHYA PRADESH,NARSINGHPUR,23,131
2025-12-06,MADHYA PRADESH,NEEMUCH,26,124
2025-12-06,MADHYA PRADESH,NIWARI,1,18
2025-12-06,MADHYA PRADESH,PANDHURNA,0,8
2025-12-06,MADHYA PRADESH,PANNA,17,115
2025-12-06,MADHYA PRADESH,RAISEN,18,155
2025-12-06,MADHYA PRADESH,RAJGARH,28,175
2025-12-06,MADHYA PRADESH,RATLAM,36,274
2025-12-06,MADHYA PRADESH,REWA,37,279
2025-12-06,MADHYA PRADESH,SAGAR,43,266
2025-12-06,MADHYA PRADESH,SATNA,47,285
2025-12-06,MADHYA PRADESH,SEHORE,26,113
2025-12-06,MADHYA PRADESH,SEONI,29,233
2025-12-06,MADHYA PRADESH,SHAHDOL,20,172
2025-12-06,MADHYA PRADESH,SHAJAPUR,29,152
2025-12-06,MADHYA PRADESH,SHEOPUR,18,86
2025-12-06,MADHYA PRADESH,SHIVPURI,18,171
2025-12-06,MADHYA PRADESH,SIDHI,11,103
2025-12-06,MADHYA PRADESH,SINGRAULI,24,118
2025-12-06,MADHYA PRADESH,TIKAMGARH,43,233
2025-12-06,MADHYA PRADESH,UJJAIN,31,211
2025-12-06,MADHYA PRADESH,UMARIA,7,93
2025-12-06,MADHYA PRADESH,VIDISHA,26,113
2025-12-06,MADHYA PRADESH,WEST NIMAR,1,21
2025-12-06,MAHARASHTRA,AHILYANAGAR,0,1
2025-12-06,MAHARASHTRA,AHMADNAGAR,62,1157
2025-12-06,MAHARASHTRA,AHMED NAGAR,0,43
2025-12-06,MAHARASHTRA,AKOLA,12,150
2025-12-06,MAHARASHTRA,AMRAVATI,39,355
2025-12-06,MAHARASHTRA,AURANGABAD,47,674
2025-12-06,MAHARASHTRA,BEED,55,405
2025-12-06,MAHARASHTRA,BHANDARA,13,124
2025-12-06,MAHARASHTRA,BID,1,39
2025-12-06,MAHARASHTRA,BULDANA,1,90
2025-12-06,MAHARASHTRA,BULDHANA,19,263
2025-12-06,MAHARASHTRA,CHANDRAPUR,19,289
2025-12-06,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,4,35
2025-12-06,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,3,79
2025-12-06,MAHARASHTRA,DHARASHIV,1,28
2025-12-06,MAHARASHTRA,DHULE,28,279
2025-12-06,MAHARASHTRA,GADCHIROLI,11,180
2025-12-06,MAHARASHTRA,GONDIA,0,1
2025-12-06,MAHARASHTRA,GONDIYA,14,135
2025-12-06,MAHARASHTRA,GONDIYA *,0,9
2025-12-06,MAHARASHTRA,HINGOLI,21,356
2025-12-06,MAHARASHTRA,JALGAON,44,489
2025-12-06,MAHARASHTRA,JALNA,23,243
2025-12-06,MAHARASHTRA,KOLHAPUR,44,694
2025-12-06,MAHARASHTRA,LATUR,30,303
2025-12-06,MAHARASHTRA,MUMBAI,41,940
2025-12-06,MAHARASHTRA,MUMBAI CITY,41,289
2025-12-06,MAHARASHTRA,MUMBAI SUBURBAN,113,1132
2025-12-06,MAHARASHTRA,MUMBAI( SUB URBAN ),3,24
2025-12-06,MAHARASHTRA,NAGPUR,58,513
2025-12-06,MAHARASHTRA,NANDED,58,754
2025-12-06,MAHARASHTRA,NANDURBAR,9,117
2025-12-06,MAHARASHTRA,NANDURBAR *,0,3
2025-12-06,MAHARASHTRA,NASHIK,92,1113
2025-12-06,MAHARASHTRA,OSMANABAD,24,275
2025-12-06,MAHARASHTRA,PALGHAR,70,719
2025-12-06,MAHARASHTRA,PARBHANI,21,341
2025-12-06,MAHARASHTRA,PUNE,244,2452
2025-12-06,MAHARASHTRA,RAIGAD,20,288
2025-12-06,MAHARASHTRA,RAIGARH,31,490
2025-12-06,MAHARASHTRA,RAIGARH(MH),0,2
2025-12-06,MAHARASHTRA,RATNAGIRI,21,458
2025-12-06,MAHARASHTRA,SANGLI,37,559
2025-12-06,MAHARASHTRA,SATARA,30,555
2025-12-06,MAHARASHTRA,SINDHUDURG,14,124
2025-12-06,MAHARASHTRA,SOLAPUR,66,1230
2025-12-06,MAHARASHTRA,THANE,228,2493
2025-12-06,MAHARASHTRA,WARDHA,28,234
2025-12-06,MAHARASHTRA,WASHIM,20,272
2025-12-06,MAHARASHTRA,WASHIM *,0,2
2025-12-06,MAHARASHTRA,YAVATMAL,51,954
2025-12-06,MANIPUR,BISHNUPUR,14,66
2025-12-06,MANIPUR,CHANDEL,2,4
2025-12-06,MANIPUR,CHURACHANDPUR,3,31
2025-12-06,MANIPUR,IMPHAL EAST,54,281
2025-12-06,MANIPUR,IMPHAL WEST,47,239
2025-12-06,MANIPUR,KAKCHING,1,19
2025-12-06,MANIPUR,SENAPATI,26,80
2025-12-06,MANIPUR,TAMENGLONG,18,37
2025-12-06,MANIPUR,THOUBAL,69,175
2025-12-06,MANIPUR,UKHRUL,8,58
2025-12-06,MEGHALAYA,EAST GARO HILLS,0,3
2025-12-06,MEGHALAYA,EAST JAINTIA HILLS,3,3
2025-12-06,MEGHALAYA,EAST KHASI HILLS,7,45
2025-12-06,MEGHALAYA,EASTERN WEST KHASI HILLS,1,1
2025-12-06,MEGHALAYA,NORTH GARO HILLS,0,6
2025-12-06,MEGHALAYA,RI BHOI,1,21
2025-12-06,MEGHALAYA,SOUTH GARO HILLS,1,6
2025-12-06,MEGHALAYA,SOUTH WEST GARO HILLS,0,8
2025-12-06,MEGHALAYA,SOUTH WEST KHASI HILLS,2,10
2025-12-06,MEGHALAYA,WEST GARO HILLS,10,59
2025-12-06,MEGHALAYA,WEST JAINTIA HILLS,0,5
2025-12-06,MEGHALAYA,WEST KHASI HILLS,2,24
2025-12-06,MIZORAM,AIZAWL,17,48
2025-12-06,MIZORAM,CHAMPHAI,2,10
2025-12-06,MIZORAM,KHAWZAWL,0,2
2025-12-06,MIZORAM,KOLASIB,3,14
2025-12-06,MIZORAM,LAWNGTLAI,1,16
2025-12-06,MIZORAM,LUNGLEI,6,17
2025-12-06,MIZORAM,MAMIT,7,5
2025-12-06,MIZORAM,MAMMIT,0,4
2025-12-06,MIZORAM,SAITUAL,2,4
2025-12-06,MIZORAM,SERCHHIP,0,14
2025-12-06,NAGALAND,CHUMUKEDIMA,2,16
2025-12-06,NAGALAND,DIMAPUR,7,57
2025-12-06,NAGALAND,KOHIMA,0,9
2025-12-06,NAGALAND,LONGLENG,2,4
2025-12-06,NAGALAND,MOKOKCHUNG,4,12
2025-12-06,NAGALAND,MON,3,18
2025-12-06,NAGALAND,PEREN,0,29
2025-12-06,NAGALAND,PHEK,0,11
2025-12-06,NAGALAND,TSEMINYU,0,2
2025-12-06,NAGALAND,TUENSANG,2,21
2025-12-06,NAGALAND,WOKHA,0,6
2025-12-06,NAGALAND,ZUNHEBOTO,1,17
2025-12-06,ODISHA,ANGUL,44,217
2025-12-06,ODISHA,ANUGUL,0,6
2025-12-06,ODISHA,BALANGIR,30,202
2025-12-06,ODISHA,BALESHWAR,13,87
2025-12-06,ODISHA,BALESWAR,58,180
2025-12-06,ODISHA,BARGARH,44,250
2025-12-06,ODISHA,BAUDH,0,4
2025-12-06,ODISHA,BHADRAK,50,262
2025-12-06,ODISHA,BOUDH,8,54
2025-12-06,ODISHA,CUTTACK,40,324
2025-12-06,ODISHA,DEBAGARH,2,47
2025-12-06,ODISHA,DHENKANAL,40,214
2025-12-06,ODISHA,GAJAPATI,35,140
2025-12-06,ODISHA,GANJAM,182,749
2025-12-06,ODISHA,JAGATSINGHAPUR,19,71
2025-12-06,ODISHA,JAGATSINGHPUR,3,58
2025-12-06,ODISHA,JAJAPUR,35,157
2025-12-06,ODISHA,JAJPUR,33,129
2025-12-06,ODISHA,JHARSUGUDA,12,104
2025-12-06,ODISHA,KALAHANDI,38,261
2025-12-06,ODISHA,KANDHAMAL,19,154
2025-12-06,ODISHA,KENDRAPARA,51,216
2025-12-06,ODISHA,KENDUJHAR,70,393
2025-12-06,ODISHA,KHORDA,62,294
2025-12-06,ODISHA,KHORDHA,0,41
2025-12-06,ODISHA,KORAPUT,55,274
2025-12-06,ODISHA,MALKANGIRI,12,49
2025-12-06,ODISHA,MAYURBHANJ,84,416
2025-12-06,ODISHA,NABARANGAPUR,39,182
2025-12-06,ODISHA,NAYAGARH,30,116
2025-12-06,ODISHA,NUAPADA,31,171
2025-12-06,ODISHA,PURI,35,215
2025-12-06,ODISHA,RAYAGADA,27,195
2025-12-06,ODISHA,SAMBALPUR,16,190
2025-12-06,ODISHA,SONAPUR,19,100
2025-12-06,ODISHA,SUBARNAPUR,1,30
2025-12-06,ODISHA,SUNDARGARH,6,71
2025-12-06,ODISHA,SUNDERGARH,45,221
2025-12-06,ORISSA,ANUGUL,0,4
2025-12-06,ORISSA,BALANGIR,4,53
2025-12-06,ORISSA,BALESHWAR,2,14
2025-12-06,ORISSA,BARGARH,0,7
2025-12-06,ORISSA,BHADRAK,0,21
2025-12-06,ORISSA,CUTTACK,2,23
2025-12-06,ORISSA,DHENKANAL,0,2
2025-12-06,ORISSA,GANJAM,7,47
2025-12-06,ORISSA,JAJAPUR,0,7
2025-12-06,ORISSA,JHARSUGUDA,0,2
2025-12-06,ORISSA,KALAHANDI,0,1
2025-12-06,ORISSA,KANDHAMAL,0,3
2025-12-06,ORISSA,KENDRAPARA,1,1
2025-12-06,ORISSA,KENDUJHAR,3,1
2025-12-06,ORISSA,KHORDHA,4,63
2025-12-06,ORISSA,KORAPUT,0,1
2025-12-06,ORISSA,MALKANGIRI,1,0
2025-12-06,ORISSA,NAYAGARH,4,21
2025-12-06,ORISSA,PURI,0,27
2025-12-06,ORISSA,RAYAGADA,0,9
2025-12-06,ORISSA,SAMBALPUR,1,3
2025-12-06,ORISSA,SONAPUR,0,2
2025-12-06,ORISSA,SUNDARGARH,2,4
2025-12-06,PONDICHERRY,KARAIKAL,0,14
2025-12-06,PONDICHERRY,PONDICHERRY,9,73
2025-12-06,PUDUCHERRY,KARAIKAL,16,51
2025-12-06,PUDUCHERRY,PUDUCHERRY,37,146
2025-12-06,PUDUCHERRY,YANAM,0,2
2025-12-06,PUNJAB,AMRITSAR,20,250
2025-12-06,PUNJAB,BARNALA,6,92
2025-12-06,PUNJAB,BATHINDA,18,263
2025-12-06,PUNJAB,FARIDKOT,8,86
2025-12-06,PUNJAB,FATEHGARH SAHIB,4,88
2025-12-06,PUNJAB,FAZILKA,5,75
2025-12-06,PUNJAB,FEROZEPUR,4,30
2025-12-06,PUNJAB,FIROZPUR,2,40
2025-12-06,PUNJAB,GURDASPUR,1,194
2025-12-06,PUNJAB,HOSHIARPUR,4,90
2025-12-06,PUNJAB,JALANDHAR,11,189
2025-12-06,PUNJAB,KAPURTHALA,0,28
2025-12-06,PUNJAB,LUDHIANA,23,385
2025-12-06,PUNJAB,MALERKOTLA,0,25
2025-12-06,PUNJAB,MANSA,2,66
2025-12-06,PUNJAB,MOGA,5,128
2025-12-06,PUNJAB,MUKTSAR,0,20
2025-12-06,PUNJAB,NAWANSHAHR,0,14
2025-12-06,PUNJAB,PATHANKOT,4,64
2025-12-06,PUNJAB,PATIALA,6,152
2025-12-06,PUNJAB,RUPNAGAR,0,14
2025-12-06,PUNJAB,S.A.S NAGAR(MOHALI),0,16
2025-12-06,PUNJAB,SANGRUR,10,154
2025-12-06,PUNJAB,SAS NAGAR (MOHALI),8,215
2025-12-06,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,3,25
2025-12-06,PUNJAB,SRI MUKTSAR SAHIB,4,55
2025-12-06,PUNJAB,TARN TARAN,3,102
2025-12-06,RAJASTHAN,AJMER,50,610
2025-12-06,RAJASTHAN,ALWAR,110,450
2025-12-06,RAJASTHAN,BALOTRA,0,5
2025-12-06,RAJASTHAN,BANSWARA,64,647
2025-12-06,RAJASTHAN,BARAN,18,131
2025-12-06,RAJASTHAN,BARMER,57,323
2025-12-06,RAJASTHAN,BEAWAR,0,16
2025-12-06,RAJASTHAN,BHARATPUR,38,181
2025-12-06,RAJASTHAN,BHILWARA,37,251
2025-12-06,RAJASTHAN,BIKANER,55,305
2025-12-06,RAJASTHAN,BUNDI,20,119
2025-12-06,RAJASTHAN,CHITTAURGARH,0,21
2025-12-06,RAJASTHAN,CHITTORGARH,21,118
2025-12-06,RAJASTHAN,CHURU,25,169
2025-12-06,RAJASTHAN,DAUSA,13,121
2025-12-06,RAJASTHAN,DEEG,0,12
2025-12-06,RAJASTHAN,DHOLPUR,18,159
2025-12-06,RAJASTHAN,DIDWANA-KUCHAMAN,0,13
2025-12-06,RAJASTHAN,DUNGARPUR,19,288
2025-12-06,RAJASTHAN,GANGANAGAR,11,74
2025-12-06,RAJASTHAN,HANUMANGARH,32,226
2025-12-06,RAJASTHAN,JAIPUR,83,931
2025-12-06,RAJASTHAN,JAISALMER,11,78
2025-12-06,RAJASTHAN,JALOR,12,95
2025-12-06,RAJASTHAN,JALORE,0,8
2025-12-06,RAJASTHAN,JHALAWAR,12,74
2025-12-06,RAJASTHAN,JHUNJHUNU,1,8
2025-12-06,RAJASTHAN,JHUNJHUNUN,14,130
2025-12-06,RAJASTHAN,JODHPUR,41,369
2025-12-06,RAJASTHAN,KARAULI,23,111
2025-12-06,RAJASTHAN,KHAIRTHAL-TIJARA,1,15
2025-12-06,RAJASTHAN,KOTA,22,273
2025-12-06,RAJASTHAN,KOTPUTLI-BEHROR,1,4
2025-12-06,RAJASTHAN,NAGAUR,36,251
2025-12-06,RAJASTHAN,PALI,13,170
2025-12-06,RAJASTHAN,PHALODI,0,3
2025-12-06,RAJASTHAN,PRATAPGARH,3,58
2025-12-06,RAJASTHAN,RAJSAMAND,13,71
2025-12-06,RAJASTHAN,SALUMBAR,0,1
2025-12-06,RAJASTHAN,SAWAI MADHOPUR,18,114
2025-12-06,RAJASTHAN,SIKAR,19,173
2025-12-06,RAJASTHAN,SIROHI,8,41
2025-12-06,RAJASTHAN,TONK,15,129
2025-12-06,RAJASTHAN,UDAIPUR,12,101
2025-12-06,SIKKIM,EAST,0,9
2025-12-06,SIKKIM,EAST SIKKIM,0,6
2025-12-06,SIKKIM,NAMCHI,0,5
2025-12-06,SIKKIM,NORTH,0,3
2025-12-06,SIKKIM,SOUTH,0,12
2025-12-06,TAMIL NADU,ARIYALUR,8,28
2025-12-06,TAMIL NADU,CHENGALPATTU,4,25
2025-12-06,TAMIL NADU,CHENNAI,45,251
2025-12-06,TAMIL NADU,COIMBATORE,53,325
2025-12-06,TAMIL NADU,CUDDALORE,54,200
2025-12-06,TAMIL NADU,DHARMAPURI,78,254
2025-12-06,TAMIL NADU,DINDIGUL,72,274
2025-12-06,TAMIL NADU,ERODE,20,114
2025-12-06,TAMIL NADU,KALLAKURICHI,9,26
2025-12-06,TAMIL NADU,KANCHEEPURAM,28,151
2025-12-06,TAMIL NADU,KANNIYAKUMARI,10,37
2025-12-06,TAMIL NADU,KANYAKUMARI,7,47
2025-12-06,TAMIL NADU,KARUR,5,47
2025-12-06,TAMIL NADU,KRISHNAGIRI,1,32
2025-12-06,TAMIL NADU,MADURAI,31,162
2025-12-06,TAMIL NADU,MAYILADUTHURAI,1,12
2025-12-06,TAMIL NADU,NAGAPATTINAM,10,99
2025-12-06,TAMIL NADU,NAMAKKAL,20,57
2025-12-06,TAMIL NADU,PERAMBALUR,4,14
2025-12-06,TAMIL NADU,PUDUKKOTTAI,7,40
2025-12-06,TAMIL NADU,RAMANATHAPURAM,12,61
2025-12-06,TAMIL NADU,RANIPET,0,6
2025-12-06,TAMIL NADU,SALEM,61,153
2025-12-06,TAMIL NADU,SIVAGANGA,6,35
2025-12-06,TAMIL NADU,TENKASI,0,5
2025-12-06,TAMIL NADU,THANJAVUR,30,134
